鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
三重區,租賃房屋,新北市三重區仁政街８６巷１９號四樓,0.0,,,,1141118,土地0建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730505,21.52,2,2,2,有,無,有,20500,953,,0.0,0,本案為分租套房，本間為402室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；其他垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；,RPPQMLRJJIKGFGF78CC,分租套房,無,1141106~1151105,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
板橋區,租賃房屋,新北市板橋區江寧路三段１２３巷６號,0.0,,,,1141111,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,,76.0,1,1,1,有,無,無,29000,382,,0.0,0,201室續租案件；,RPRPMLLKJIKGFAF77CC,分層出租,無,1141110~1171109,無,冷氣,一般轉租
板橋區,租賃房屋,新北市板橋區三民二段正隆巷１９弄１１號３樓,0.0,,,,1141111,土地0建物0車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,0691229,14.0,3,3,3,有,無,有,16800,1200,,0.0,0,,RPUQMLLKJIKGFAF18CC,分租套房,無,1141111~1151110,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
土城區,租賃房屋,新北市土城區裕民路１６１號１樓,0.0,,,,1141111,土地0建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,0830607,114.28999999999999,0,0,0,無,有,無,125000,1094,,0.0,0,租金總額含稅；含增建或未登記建物；租賃期間有約定不同租金1．民國  115 年 01  月 15  日起至民國 118 年  01  月  14 日止，每月租金新台幣 125000 元整2、民國 118 年 01  月  15 日起至民國  121 年 01  月 14  日止，每月租金新台幣128750元整3、民國  121  年  01  月  15  日起至民國  123  年  01  月  14  日止，每月租金新台幣132613元整；,RPRRMLLKJIKGFAF97CC,,有,1141115~1230114,有,瓦斯或天然氣,
淡水區,租賃房屋,新北市淡水區坪頂路２９１號７樓,0.0,,,,1141111,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851009,182.36,2,1,2,有,有,有,16000,88,,0.0,0,管理費用3000元由承租人負擔。未租賃車位，建物登記含有車位面積；,RPTPMLLKJIKGFEF38CC,整棟(戶)出租,有,1141126~1151125,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
淡水區,租賃房屋,新北市淡水區民權路２４號８樓,0.0,,,,1141111,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850110,66.7,2,1,1,有,有,有,23000,345,,0.0,0,管理費用1000元由承租人負擔。多人共同承租2；,RPTRMLLKJIKGFEF58CC,整棟(戶)出租,有,1141111~1151110,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
樹林區,租賃房屋+車位,新北市樹林區中山路二段１５１巷１２之５號６樓,0.0,,,,1141111,土地0建物1車位1,六層,11,廠辦,作業廠房,鋼筋混凝土造,1130705,263.39,0,0,0,無,有,無,39800,151,坡道平面,31.85,0,租金含汽車車位一個、機車車位一個、附屬設備：電箱及排煙機未另計價租金總額含稅；租賃期間有約定不同租金第四年起出租方可視物價指數調整租金，雙方約定租金漲幅不得超過原始租金之3%；,RPXRMLLKJIKGFIF76CC,,有,1150101~1201231,有,,
土城區,租賃房屋,新北市土城區金城路三段１８７之１號１２樓,0.0,,,,1141111,土地0建物1車位0,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,46.56,1,1,1,有,有,有,14500,311,,0.0,0,管理費：500元，租金不含管理費,RPXNMLMKJIKGFAF28CC,獨立套房,有,1141120~1171119,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區中正路１巷２弄４號三樓,0.0,,,,1141111,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730627,134.92000000000002,3,2,2,有,無,無,19000,141,,0.0,0,續租案件；,RPSOMLMKJIKGFAF87CC,整棟(戶)出租,無,1141115~1151114,無,熱水器、瓦斯或天然氣,社會住宅代管
