鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
汐止區,租賃房屋,新北市汐止區勤進路８３巷３號２樓之１７,0.0,,,,1140317,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710824,33.24,1,0,1,有,有,有,12500,376,,0.0,0,此為新北市社會住宅包租代管計畫之物件評定市價租金為13900元因選擇代管方案須打9折且簽約租金無條件捨去至百分位實際租賃契約金額12500元,RPQOMLRJKHKGFDF38CC,獨立套房,有,1140331~1150330,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區中山路一段１號１７樓之３,0.0,,,,1140212,土地0建物1車位0,十七層,23,住宅大樓(11層含以上有電梯),辦公室,鋼骨鋼筋混凝土造,0900216,37.76,1,1,1,有,有,有,19000,503,,0.0,0,多人共同承租2；租金總額含管理費；,RPUNMLMKKHKGFAF97CC,獨立套房,有,1140212~1150211,有,冷氣、熱水器、洗衣機、電視機、冰箱,
新莊區,租賃房屋,新北市新莊區豐年街豐二巷１９號三樓,0.0,,,,1140211,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720730,80.78,3,2,1,有,無,無,16000,198,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為20000元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為16000元。,RPQNMLMKKHKGFBF67CC,整棟(戶)出租,無,1140310~1160309,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區新泰路２５５巷６３號３樓,0.0,,,,1140212,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761024,96.67,3,2,2,有,無,無,28000,290,,0.0,0,,RPVOMLMKKHKGFBF28CC,整棟(戶)出租,無,1140301~1150228,無,冷氣、熱水器、瓦斯或天然氣,
汐止區,租賃房屋,新北市汐止區康寧街６２３巷１０號十樓之２,0.0,,,,1140211,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080923,75.5,2,2,1,有,有,有,22000,291,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為24500元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額為22000元。,RPQNMLMKKHKGFDF87CC,整棟(戶)出租,有,1140220~1150219,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
淡水區,租賃房屋+車位,新北市淡水區濱海路二段２３６號１０樓,0.0,,,,1140211,土地0建物1車位1,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120911,117.92,2,1,1,有,有,無,21000,178,坡道平面,26.88,0,租金總額含管理費；,RPPNMLMKKHKGFEF87CC,整棟(戶)出租,有,1140309~1150308,有,冷氣、熱水器、瓦斯或天然氣,
淡水區,租賃房屋+車位,新北市淡水區中山北路二段１５號十樓,17.48,住,,,1140211,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070126,131.55,2,2,1,有,有,無,23000,175,坡道平面,34.43,0,,RPXNMLMKKHKGFEF68CC,整棟(戶)出租,有,1140301~1160228,有,冷氣、熱水器、瓦斯或天然氣,
永和區,租賃房屋,新北市永和區中正路５８８號十樓之１４,0.0,,,,1140211,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820111,37.81,1,0,1,有,有,無,13000,344,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為16300元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為13000元。,RPQOMLMKKHKGFHF38CC,獨立套房,有,1140219~1150218,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
中和區,租賃房屋,新北市中和區景德街２１號１２樓之８,0.0,,,,1140212,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1060120,45.68000000000001,1,0,1,有,有,有,29000,635,,0.0,0,租金費用含如生活及休閒服務如:文康活動、清潔打掃等及福利諮詢等租金總額含管理費；續租案件；,RPXOMLMKKHKGFHF09CC,獨立套房,有,1140301~1150228,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,一般轉租
